word,phon
Magnetdiskette,maɡnetdɪskɛtə
opulenterer,opulɛntəʁɐ
schwul,ʃvul
dürrstem,dʏʁstəm
gekreidet,ɡəkʁaɪdət
Locher,lɔxɐ
vertüdeln,fɛɐtydln
malerst,malɐst
Waisenhäuser,vaɪznhɔɪzɐ
Spielfelde,ʃpilfɛldə
atomarer,atomaʁɐ
Angriffsziels,anɡʁɪfstsils
konfligiertest,kɔnfliɡiɐtəst
schwabbeln,ʃvabln
ungewissestem,ʊnɡəvɪsəstəm
Nenngliedes,nɛnɡlidəs
Weltsprache,vɛltʃpʁaxə
Tunfische,tunfɪʃə
Strafstoße,ʃtʁafʃtosə
Importwägen,ɪmpɔʁtvɛɡn
Bierkästen,biɐkɛstn
belastbareres,bəlastbaʁəʁəs
Topmanagern,tɔpmɛnɪdʒɐn
römische,ʁømɪʃə
Zahlungsauftrag,tsalʊŋsʔaʊftʁak
Leberfunktionen,lebɐfʊŋktsionən
Probierschnitte,pʁobiɐʃnɪtə
tapezierten,tapetsiɐtn
exaltiertem,ɛksaltiɐtəm
Elvira,ɛlviʁa
Wimpergen,vɪmpɛʁɡn
Fensterbänken,fɛnstɐbɛŋkn
Abfuhren,apfuʁən
Januarsitzungen,januaɐzɪtsʊŋən
oknophiles,ɔknofiləs
Mykene,mykenə
Geraffel,ɡəʁafəl
herunterkomme,hɛʁʊntɐkɔmə
viskoserer,vɪskozəʁɐ
mündigerem,mʏndɪɡəʁəm
Widersinnes,vidɐzɪnəs
bemustret,bəmʊstʁət
Wunschlisten,vʊnʃlɪstn
perzeptivem,pɛʁtsɛptivm
performanterer,pɛʁfɔʁmantəʁɐ
täfel,tɛfl
Ostspitze,ɔstʃpɪtsə
Massentaufen,masntaʊfn
Maise,maɪzə
ausmaltet,aʊsmaltət
Aldebaran,aldebaʁan
Wagenwände,vaɡnvɛndə
Fahrrädern,faɐʁɛdɐn
Schließfachs,ʃlisfaxs
Regionalgeldern,ʁeɡionalɡɛldɐn
Höchstkurses,høçstkʊʁzəs
unterwürfet,ʊntɐvʏʁfət
Sparliste,ʃpaɐlɪstə
Christina,kʁɪstina
schwindelten,ʃvɪndltn
archivierend,aʁçiviʁənt
hereinbracht,hɛʁaɪnbʁaxt
sthenische,stenɪʃə
Statistiken,ʃtatɪstɪkən
abänderliche,apʔɛndɐlɪçə
kultiviertet,kʊltiviɐtət
Werkblei,vɛʁkblaɪ
kablest,kabləst
hanebüchenen,hanəbyçənən
impfmüde,ɪmpfmydə
unitären,unitɛʁən
singt,zɪŋt
Zeichensatze,tsaɪçnzatsə
Gebot,ɡəbot
timten,taɪmtn
verwaistest,fɛɐvaɪstəst
seifen,zaɪfn
Pelikanaals,pelikanʔals
Burgställen,bʊʁkʃtɛlən
schmurgel,ʃmʊʁɡl
neuerlicheres,nɔɪɐlɪçəʁəs
Wartezeiten,vaʁtətsaɪtn
hochdeutscher,hoxdɔɪtʃɐ
waagerechten,vaɡəʁɛçtn
Obussen,obʊsn
Chinaseide,çinazaɪdə
fluffigen,flʊfɪɡn
aufgeladenen,aʊfɡəladənən
bitterkaltem,bɪtɐkaltəm
Lautschriften,laʊtʃʁɪftən
Biersiederin,biɐzidəʁɪn
Diskussionen,dɪskʊsionən
unzerreißbares,ʊntsɛɐʁaɪsbaʁəs
Togoerinnen,toɡoəʁɪnən
beginnend,bəɡɪnənt
kumulieren,kumuliʁən
dudeln,dudln
pickeligem,pɪkəlɪɡəm
Kaperfahrers,kapɐfaʁɐs
Schmuddelworte,ʃmʊdlvɔʁtə
verduftetet,fɛɐdʊftətət
Sechsuhrzüge,zɛksʔuɐtsyɡə
angesehenere,anɡəzeənəʁə
Krache,kʁaxə
enterbend,ɛntʔɛʁbnt
salzte,zaltstə
Webbrowser,vɛpbʁaʊzɐ
schlänget,ʃlɛŋət
spuk,ʃpuk
Stomatologinnen,stomatoloɡɪnən
unbefangene,ʊnbəfaŋənə
Efeu,efɔɪ
beimpftet,bəʔɪmpftət
Konzessivsatz,kɔntsɛsifzats
klotzt,klɔtst
lindgrünen,lɪntɡʁynən
akademischem,akademɪʃm
Kulturforum,kʊltuɐfoʁʊm
Kunststoff,kʊnstʃtɔf
kappt,kapt
einriebest,aɪnʁibəst
Ghettoblasters,ɡɛtoblastɐs
Zahnwurzel,tsanvʊʁtsəl
aufzurunden,aʊftsuʁʊndn
kitzeltet,kɪtsltət
schöllet,ʃœlət
Quintanern,kvɪntanɐn
rassistisch,ʁasɪstɪʃ
überstelltet,ybɐʃtɛltət
eintöniges,aɪntønɪɡəs
amitotische,amitotɪʃə
Adamskostüm,adamskostym
Novembermorgen,novɛmbɐmɔʁɡn
erstaunlicheres,ɛɐʃtaʊnlɪçəʁəs
Nicknegern,nɪkneɡɐn
belgisch,bɛlɡɪʃ
Meeresbiologen,meʁəsbioloɡn
weitgehenderer,vaɪtɡeəndəʁɐ
siedeln,zidln
telefonieret,teləfoniʁət
mithatten,mɪthatn
Zeichens,tsaɪçns
Kuders,kudɐs
Einwurf,aɪnvʊʁf
blitzblanker,blɪtsblaŋkɐ
Denkzetteln,dɛŋktsɛtln
Amphimazern,amfimatsɐn
zuschlagsfrei,tsuʃlaksfʁaɪ
obliviösestem,ɔpliviøzəstəm
Flachbandkabeln,flaxbantkabln
Mittdreißigers,mɪtdʁaɪsɪɡɐs
sturzbetrunkene,ʃtʊʁtsbətʁʊŋkənə
Bierarsche,biɐʔaʁʃə
zügelte,tsyɡltə
interessanteste,ɪntəʁɛsantəstə
Wandteppiche,vanttɛpɪçə
Schlussrunde,ʃlʊsʁʊndə
neidest,naɪdəst
Wurstblatt,vʊʁstblat
Kapauns,kapaʊns
artifizielleres,aʁtifitsiɛləʁəs
Finanzkräften,finantskʁɛftən
Erzeuger,ɛɐtsɔɪɡɐ
famosester,famozəstɐ
abkämt,apkɛmt
konkludierend,kɔŋkludiʁənt
Pelzmützen,pɛltsmʏtsn
relativier,ʁelativiɐ
schanzen,ʃantsn
Kaninchenleber,kaninçənlebɐ
einschlafest,aɪnʃlafəst
quorrt,kvɔʁt
schlitteret,ʃlɪtəʁət
versaubeutele,fɛɐzaʊbɔɪtələ
Weihnachtsstube,vaɪnaxtsʃtubə
Schiffsdieseln,ʃɪfsdizln
Agrarpreis,aɡʁaɐpʁaɪs
platscht,platʃt
Drenkes,dʁɛŋkəs
Lastenheft,lastnhɛft
Hochbahnen,hoxbanən
langend,laŋənt
Postausgange,pɔstʔaʊsɡaŋə
Brandmorden,bʁantmɔʁdən
hermeneutischen,hɛʁmenɔɪtɪʃn
Deuteriumatom,dɔɪteʁiʊmʔatom
Exportbieren,ɛkspɔʁtbiʁən
kaptiviertet,kaptiviɐtət
stromerten,ʃtʁomɐtn
renoviertest,ʁenoviɐtəst
Zivilrichters,tsivilʁɪçtɐs
strengstes,ʃtʁɛŋstəs
störe,ʃtøʁə
Karriereverlauf,kaʁieʁəfɛɐlaʊf
Karzinome,kaʁtsinomə
Abfahrern,apfaʁɐn
gammeln,ɡamln
züngelst,tsʏŋlst
Wattenmeer,vatnmeɐ
Xeres,çeʁɛs
schalerer,ʃaləʁɐ
speziellerem,ʃpetsiɛləʁəm
kreißest,kʁaɪsəst
aufwuchst,aʊfvukst
Vollgummireifen,fɔlɡʊmiʁaɪfn
ablaufe,aplaʊfə
Karpfen,kaʁpfn
Einsatzberichte,aɪnzatsbəʁɪçtə
nervigen,nɛʁfɪɡn
Heroinmenge,heʁoinmɛŋə
entfleischen,ɛntflaɪʃn
Luftschutzraume,lʊftʃʊtsʁaʊmə
bündigstes,bʏndɪçstəs
Perkussion,pɛʁkʊsion
Piratensenders,piʁatnzɛndɐs
vorangekommen,foʁanɡəkɔmən
promoviertet,pʁomoviɐtət
abbeutle,apbɔɪtlə
Blasenstein,blaznʃtaɪn
Rosmarinzweige,ʁosmaʁintsvaɪɡə
Ostermontags,ostɐmontaks
Logiernacht,loʒiɐnaxt
Abrahame,abʁahamə
evasiv,evazif
Stapel,ʃtapl
Deziliters,detsilitɐs
Parästhesie,paʁʔɛstezi
Polizeirevier,politsaɪʁeviɐ
tiefsinnigstem,tifzɪnɪçstəm
Merinos,meʁinos
kalihaltig,kalihaltɪç
hundertfaches,hʊndɐtfaxəs
zweitägiger,tsvaɪtɛɡɪɡɐ
änigmatisch,ɛnɪɡmatɪʃ
Cedillen,sedijən
Abwahlanträgen,apvalʔantʁɛɡn
Gschmäckles,kʃmɛkləs
steig,ʃtaɪk
Alleinfluge,alaɪnfluɡə
annahmt,ʔannamt
Oleaster,oleastɐ
glitzernd,ɡlɪtsɐnt
waldreichere,valtʁaɪçəʁə
denkbarerer,dɛŋkbaʁəʁɐ
sonderlicherem,zɔndɐlɪçəʁəm
Bierzelt,biɐtsɛlt
schmierigere,ʃmiʁɪɡəʁə
koitieren,koitiʁən
Feldsteines,fɛltʃtaɪnəs
kreierst,kʁeiɐst
nordwestdeutsch,noʁtvɛstdɔɪtʃ
einblaset,aɪnblazət
Schottersteines,ʃɔtɐʃtaɪnəs
Gamskitzen,ɡamskɪtsn
beachtliche,bəʔaxtlɪçə
dahinmetzelte,dahɪnmɛtsltə
leichtfertigem,laɪçtfɛʁtɪɡəm
Querseen,kveɐzeən
bemäntle,bəmɛntlə
Grünbunker,ɡʁynbʊŋkɐ
prügelt,pʁyɡlt
anerkanntem,anʔɛɐkantəm
abzubrechen,aptsubʁɛçn
ersegelnd,ɛɐzeɡlnt
nachhelfen,naxhɛlfn
Anfahrtsweg,anfaɐtsvek
Stillwein,ʃtɪlvaɪn
überzusteigen,ybɐtsuʃtaɪɡn
verständigten,fɛɐʃtɛndɪçtn
Zollämter,tsɔlʔɛmtɐ
Gebein,ɡəbaɪn
Hemerothek,heməʁotek
dauerst,daʊɐst
Urviech,uɐfiç
neunjährigen,nɔɪnjɛʁɪɡn
Karzinomen,kaʁtsinomən
ausgrauet,aʊsɡʁaʊət
Stellstift,ʃtɛlʃtɪft
anzuregen,antsuʁeɡn
laschten,laʃtn
monotonstes,monotonstəs
gehechtet,ɡəhɛçtət
ineffizienteres,ɪnʔɛfitsiɛntəʁəs
unsentimentale,ʊnzɛntimɛntalə
Achsenmacht,aksnmaxt
Balkendiagramm,balkndiaɡʁam
Kinderfunks,kɪndɐfʊŋks
Streuwiese,ʃtʁɔɪvizə
beraube,bəʁaʊbə
Ganges,ɡaŋɡɛs
besteuerst,bəʃtɔɪɐst
Phosphoratomen,fɔsfoɐʔatomən
Hausfundamenten,haʊsfʊndamɛntn
Zahlbretter,tsalbʁɛtɐ
toreutischen,toʁɔɪtɪʃn
aalte,altə
Gartenteiche,ɡaʁtntaɪçə
Balkans,balkans
letzen,lɛtsn
Abdachs,apdaxs
anschirrtest,anʃɪʁtəst
zacheren,tsaxəʁən
Geiselbefreiung,ɡaɪzlbəfʁaɪʊŋ
Gäule,ɡɔɪlə
Kernspeicher,kɛʁnʃpaɪçɐ
individuellere,ɪndividuɛləʁə
zweisemestrige,tsvaɪzemɛstʁɪɡə
österlichstes,østɐlɪçstəs
modrigstes,modʁɪçstəs
phonemischer,fonemɪʃɐ
strecken,ʃtʁɛkn
Schafte,ʃaftə
Penes,penes
Seitenwänden,zaɪtnvɛndn
hineindenkend,hɪnaɪndɛŋknt
Patentamte,patɛntʔamtə
westfälisch,vɛstfɛlɪʃ
Mundvorrats,mʊntfoɐʁats
vorgaukelst,foɐɡaʊklst
Altenglische,ʔaltʔɛŋlɪʃə
Gesichtszüge,ɡəzɪçtstsyɡə
Fahrtenbücher,faɐtnbyçɐ
respektierst,ʁespɛktiɐst
gewaltloserer,ɡəvaltlozəʁɐ
Jachthafens,jaxthafns
widerspricht,vidɐʃpʁɪçt
Oberhemde,obɐhɛmdə
Friedland,fʁitlant
Haarschwundes,haɐʃvʊndəs
florides,floʁidəs
Segmente,zeɡmɛntə
knatschet,knatʃət
Namensraum,namənsʁaʊm
Ordinariat,ɔʁdinaʁiat
Satzklammer,zatsklamɐ
Schreibweise,ʃʁaɪpvaɪzə
Strichs,ʃtʁɪçs
laszivere,lastsivəʁə
Vulkaziten,vʊlkatsitn
Bergahornes,bɛʁkʔahɔʁnəs
Umgebungen,ʊmɡebʊŋən
emulieret,emuliʁət
Truthühnern,tʁuthynɐn
Schoren,ʃoʁən
impardonnable,ɪmpaʁdɔnablə
schlänglest,ʃlɛŋləst
Ehrensold,eʁənzɔlt
Gruppenbildes,ɡʁʊpnbɪldəs
Pastophorion,pastofoʁiɔn
gebammelt,ɡəbamlt
Abstellgleise,apʃtɛlɡlaɪzə
zausest,tsaʊzəst
hochkrempelt,hoxkʁɛmplt
lukratives,lukʁativəs
interglazialem,ɪntɐɡlatsialəm
transferieren,tʁansfəʁiʁən
ortsunkundigste,ɔʁtsʔʊnkʊndɪçstə
Lahnsteins,lanʃtaɪns
lucianischstes,lutsianɪʃstəs
basieren,baziʁən
ärgert,ɛʁɡɐt
vereiteltest,fɛɐʔaɪtltəst
rumpel,ʁʊmpl
senegalesisches,zeneɡalezɪʃəs
anmutigerer,anmutɪɡəʁɐ
weißelnd,vaɪslnt
bewachtet,bəvaxtət
Rotunde,ʁotʊndə
Schuhmacher,ʃumaxɐ
Essenern,ɛsənɐn
akribische,akʁibɪʃə
Inguschische,ɪŋɡuʃɪʃə
bekaute,bəkaʊtə
krauserem,kʁaʊzəʁəm
knapsend,knapsnt
partizipativste,paʁtitsipatifstə
anflehte,anfletə
glitzre,ɡlɪtsʁə
Badeanstalten,badəʔanʃtaltn
schlickre,ʃlɪkʁə
hineinschriebt,hɪnaɪnʃʁipt
loderest,lodəʁəst
Wimmet,vɪmət
Tentakeln,tɛntakln
Kantine,kantinə
flugunfähige,flukʔʊnfɛɪɡə
dramatischstem,dʁamatɪʃstəm
kreuzförmiges,kʁɔɪtsfœʁmɪɡəs
kosen,kozn
Torrichters,toɐʁɪçtɐs
Gruften,ɡʁʊftn
Thronjubiläen,tʁonjubilɛən
abruptestes,apʁʊptəstəs
Tieflader,tifladɐ
Plastikringes,plastɪkʁɪŋəs
verwackeln,fɛɐvakln
Thyssens,tʏsnts
zerkochten,tsɛɐkɔxtn
überreichtest,ybɐʁaɪçtəst
beatete,bitətə
holtet,holtət
schweißte,ʃvaɪstə
zweiköpfigem,tsvaɪkœpfɪɡəm
Vorplatz,foɐplats
muköses,mukøzəs
anlachtest,anlaxtəst
Übeltäter,ybltɛtɐ
Hortungen,hɔʁtʊŋən
Alleinerben,alaɪnʔɛʁbn
Abgabeterminen,apɡabətɛʁminən
Bauerndorfs,baʊɐndoʁfs
kreist,kʁaɪst
Biss,bɪs
eskapistisch,ɛskapɪstɪʃ
Düssel,dʏsl
aufgesaugt,aʊfɡəzaʊkt
dränget,dʁɛŋət
Gräberfeldern,ɡʁɛbɐfɛldɐn
achtgegeben,axtɡəɡebn
ruandisches,ʁuandɪʃəs
Wegegeldes,veɡəɡɛldəs
Vernatsches,fɛʁnatʃəs
unfassbarste,ʊnfasbaɐstə
Quelltöpfen,kvɛltœpfn
guffelst,ɡʊflst
sichelten,zɪçltn
buschigster,bʊʃɪçstɐ
beschickert,bəʃɪkɐt
Hauptquartiers,haʊptkvaʁtiɐs
Zensus,tsɛnzʊs
Mannjahrs,manjaɐs
tschechre,tʃɛçʁə
ausrechneten,aʊsʁɛçnətn
bezopfte,bətsɔpftə
reagierten,ʁeaɡiɐtn
Spiel,ʃpil
Kundendienst,kʊndndinst
Betondecke,betɔŋdɛkə
Piacenza,piatʃɛntsa
Quarkes,kvaʁkəs
Waiden,vaɪdn
radizierest,ʁaditsiʁəst
Eispilze,aɪspɪltsə
wunderlichere,vʊndɐlɪçəʁə
chthonische,çtonɪʃə
ramponierend,ʁamponiʁənt
brätel,bʁɛtl
herzhaftem,hɛʁtshaftəm
äpfeln,ɛpfln
Mietspreise,mitspʁaɪzə
kapitalste,kapitalstə
Zweitdrucke,tsvaɪtdʁʊkə
Geburtsjahr,ɡəbuɐtsjaɐ
Glorien,ɡloʁiən
xeromorphem,kseʁomɔʁfm
undankbaren,ʊndaŋkbaʁən
Iterativum,iteʁativʊm
Einheitskreis,aɪnhaɪtskʁaɪs
Polypeptiden,polypɛptidn
Kriegsausgaben,kʁiksʔaʊsɡabn
festhielten,fɛsthiltn
flickten,flɪktn
abstoßet,apʃtosət
Tatarischs,tataʁɪʃs
spannen,ʃpanən
Metalltisch,metaltɪʃ
bongen,bɔŋən
Beeten,betn
Zusammenbildung,tsuzamənbɪldʊŋ
Lebenswerk,lebnsvɛʁk
alternativ,altɛʁnatif
beschnacket,bəʃnakət
Jurors,juʁoɐs
Autobrücken,aʊtobʁʏkn
verballhornest,fɛɐbalhɔʁnəst
Fünfersystem,fʏnfɐzʏstem
symbolisierst,zʏmboliziɐst
obwalteten,ɔpvaltətn
Otterfelles,ɔtɐfɛləs
hässlicherem,hɛslɪçəʁəm
Deismus,deɪsmʊs
maustem,maʊstəm
Zitronensaftes,tsitʁonənzaftəs
identem,idɛntəm
Bühnenbildners,bynənbɪldnɐs
Pestiziden,pɛstitsidn
entblöd,ɛntbløt
verächtlichem,fɛɐʔɛçtlɪçm
Traualtar,tʁaʊʔaltaɐ
Laststrom,lastʃtʁom
erdeten,eɐdətn
Liberianerin,libeʁianəʁɪn
Gießenern,ɡisənɐn
blutterem,blʊtəʁəm
lichtet,lɪçtət
Nissenhütte,nɪsnhʏtə
anpirschend,anpɪʁʃnt
euroskeptisches,ɔɪʁoskɛptɪʃəs
Skilehrern,ʃileʁɐn
Feinschliffes,faɪnʃlɪfəs
Zahnersatze,tsanʔɛɐzatsə
offerierte,ɔfeʁiɐtə
Rechercheur,ʁeʃɛʁʃøɐ
Parteiprogramms,paʁtaɪpʁoɡʁams
Kampfwörtern,kampfvœʁtɐn
Schweinebauche,ʃvaɪnəbaʊxə
rucklet,ʁʊklət
befuhren,bəfuʁən
aushandeltest,aʊshandltəst
Videokonferenz,videokɔnfeʁɛnts
tappte,taptə
Eiderente,aɪdɐʔɛntə
antichretisch,antiçʁetɪʃ
ungeordnetem,ʊnɡəʔɔʁdnətəm
schwächet,ʃvɛçət
Geruchsanteilen,ɡəʁʊxsʔantaɪlən
Hydrometer,hydʁometɐ
unerreichtester,ʊnʔɛɐʁaɪçtəstɐ
vorfühlten,foɐfyltn
hochzeitliche,hɔxtsaɪtlɪçə
freudlose,fʁɔɪtlozə
Hängegleitern,hɛŋəɡlaɪtɐn
Kreuztitel,kʁɔɪtstitl
zwicke,tsvɪkə
Frühzeiten,fʁytsaɪtn
Sportzeiten,ʃpɔʁttsaɪtn
Gentesten,ɡentɛstn
Wiedergabe,vidɐɡabə
Schlacken,ʃlakn
Pasteurisierung,pastøʁiziʁʊŋ
Zuluftgeräts,tsulʊftɡəʁɛts
Etymologien,ɛtymoloɡiən
verdürbe,fɛɐdʏʁbə
Hausmächte,haʊsmɛçtə
multilinguale,mʊltilɪŋɡu̯alə
Brioches,bʁiɔʃs
Havel,hafl
umgeweht,ʊmɡəvet
differenzialer,dɪfəʁɛntsialɐ
Anbaues,anbaʊəs
Sporophyten,ʃpoʁofytən
Wittenberg,vɪtnbɛʁk
erstklassige,eɐstklasɪɡə
Fortschritts,fɔʁtʃʁɪts
Zahnimplantate,tsanʔɪmplantatə
Topases,topazəs
Sonnengott,zɔnənɡɔt
Ghana,ɡana
stolzier,ʃtɔltsiɐ
belassen,bəlasn
Hotelschiff,hotɛlʃɪf
hasardiertet,hazaʁdiɐtət
finanziertest,finantsiɐtəst
kicket,kɪkət
Löschantrag,lœʃʔantʁak
tränktet,tʁɛŋktət
beitreten,baɪtʁetn
zedieren,tsediʁən
Stolpersteine,ʃtɔlpɐʃtaɪnə
vertikutierte,vɛʁtikutiɐtə
schweinekalt,ʃvaɪnəkalt
feinfühlige,faɪnfylɪɡə
unberührten,ʊnbəʁyɐtn
Dummkopfes,dʊmkɔpfəs
BWLers,beveʔɛlɐs
angeranzt,anɡəʁantst
hingest,hɪŋəst
erfühle,ɛɐfylə
elften,ɛlftn
nachhaltigstes,naxhaltɪçstəs
weigere,vaɪɡəʁə
Paragraf,paʁaɡʁaf
flambierest,flambiʁəst
pokuliere,pokuliʁə
einbrachst,aɪnbʁaxst
grippoiden,ɡʁɪpoidn
saueren,zaʊəʁən
photokopiere,fotokopiʁə
fotogenste,fotoɡenstə
giftgrün,ɡɪftɡʁyn
Aachenern,axənɐn
widersinnigerer,vidɐzɪnɪɡəʁɐ
zitronengelbem,tsitʁonənɡɛlbəm
angehen,anɡeən
Jahrmärkte,jaɐmɛʁktə
Brutzeit,bʁuttsaɪt
herausfänden,hɛʁaʊsfɛndn
Ästhetiken,ɛstetɪkən
breitschultrig,bʁaɪtʃʊltʁɪç
mehlige,melɪɡə
Frevels,fʁefls
lackiertet,lakiɐtət
fiebere,fibəʁə
Kreditkarten,kʁeditkaʁtn
Amtsdirektoren,amtsdiʁɛktoʁən
vorziehend,foɐtsiənt
tunen,tjunən
Spielbrettern,ʃpilbʁɛtɐn
legererem,leʒɛʁəʁəm
abachten,apʔaxtn
minuziös,minutsiøs
Mordshungers,mɔʁtshʊŋɐs
Mortadellas,mɔʁtadɛlas
stilmäßiges,ʃtilmɛsɪɡəs
tagelangen,taɡəlaŋən
eintaucht,aɪntaʊxt
spekulativstem,ʃpekulatifstəm
entringt,ɛntʁɪŋt
Oberdecks,obɐdɛks
uneinnehmbarem,ʊnʔaɪnnembaʁəm
vorsichtigste,foɐzɪçtɪçstə
Akanthus,akantʊs
eitertest,aɪtɐtəst
frappierendstes,fʁapiʁəntstəs
Estin,ɛstɪn
holprige,hɔlpʁɪɡə
Smog,smɔk
Bauteiles,baʊtaɪləs
gerührt,ɡəʁyɐt
verdrischst,fɛɐdʁɪʃst
weiterbaue,vaɪtɐbaʊə
Treppenabsatzes,tʁɛpnʔapzatsəs
Freizeit,fʁaɪtsaɪt
Hütchenspiel,hytçənʃpil
Neuberechnung,nɔɪbəʁɛçnʊŋ
anwesendes,anvezəndəs
Halms,halms
Abblaseventilen,apblazəvɛntilən
Grundsteuer,ɡʁʊntʃtɔɪɐ
Quantisierungen,kvantiziʁʊŋən
nachbildeten,naxbɪldətn
verpöntestem,fɛɐpøntəstəm
Kremlchefs,kʁemlʃɛfs
Korkengeldern,kɔʁknɡɛldɐn
Gelassenheit,ɡəlasnhaɪt
schnatternd,ʃnatɐnt
heutet,hɔɪtət
brenzligstes,bʁɛntslɪçstəs
kleinlichere,klaɪnlɪçəʁə
Showmaster,ʃɔʊmastɐ
Grodens,ɡʁodns
Jahresbeginnen,jaʁəsbəɡɪnən
Arbeitsuchen,aʁbaɪtzuxən
schäle,ʃɛlə
Fischerbootes,fɪʃɐbotəs
Hochgebirge,hoxɡəbɪʁɡə
Eloquenz,elokvɛnts
Roentgenium,ʁœntɡeniʊm
betrampelet,bətʁampələt
Rastplatzes,ʁastplatsəs
anmutigstes,anmutɪçstəs
windstiller,vɪntʃtɪlɐ
Abnormalitäten,apnɔʁmalitɛtn
tonotopen,tonotopn
Leibholz,laɪphɔlts
abformst,apfɔʁmst
skeptischstes,skɛptɪʃstəs
Handelsmarine,handəlsmaʁinə
suszeptibles,zʊstsɛptibləs
intellektuelle,ɪntɛlɛktuɛlə
Ladenlokales,ladnlokaləs
picke,pɪkə
scheuch,ʃɔɪç
huronischen,huʁonɪʃn
Affenkäfig,afnkɛfɪç
inschriftlichem,ɪnʃʁɪftlɪçm
tektonisches,tɛktonɪʃəs
hasstet,hastət
wollenes,vɔlənəs
Notenspiegel,notnʃpiɡl
ringeltest,ʁɪŋltəst
ehrbarerer,eɐbaʁəʁɐ
Zugeständnis,tsuɡəʃtɛntnɪs
scharfes,ʃaʁfəs
abbröckeln,apbʁœkln
vernünftigen,fɛɐnʏnftɪɡn
toteren,totəʁən
lettischstem,lɛtɪʃstəm
Strängen,ʃtʁɛŋən
metrologische,metʁoloɡɪʃə
nassforscheren,nasfɔʁʃəʁən
sororisieren,zoʁoʁiziʁən
Easteregg,istɐʔɛk
ringel,ʁɪŋl
Kinderschänder,kɪndɐʃɛndɐ
Fluchttunnels,flʊxttʊnls
Brotkorbe,bʁotkɔʁbə
Vizerektor,fitsəʁɛktoɐ
mansch,manʃ
besondererer,bəzɔndəʁəʁɐ
Weizenernten,vaɪtsnʔɛʁntn
eingestehend,aɪnɡəʃteənt
Turnierreiterin,tʊʁniɐʁaɪtəʁɪn
Hirsen,hɪʁzn
bildhaft,bɪlthaft
Intershop,ɪntɐʃɔp
offiziösester,ɔfitsiøzəstɐ
prorussisch,pʁoʁʊsɪʃ
Schrotts,ʃʁɔts
Vaternamen,fatɐnamən
Handfesseln,hantfɛsln
staubigster,ʃtaʊbɪçstɐ
Skigebiet,ʃiɡəbit
Gangsterbräute,ɡɛŋstɐbʁɔɪtə
Nationalstolz,natsionalʃtɔlts
ausantworte,aʊsantvɔʁtə
botsuanisch,bɔtsu̯anɪʃ
Gezeugs,ɡətsɔɪks
anmerkt,anmɛʁkt
Streuselkuchens,ʃtʁɔɪzlkuxns
impulsiveres,ɪmpʊlzivəʁəs
Unwirschkeit,ʊnvɪʁʃkaɪt
Kapitalist,kapitalɪst
verausgabte,fɛɐʔaʊsɡaptə
Pathologen,patoloɡn
Shintoismus,ʃɪntoɪsmʊs
Holzbrikette,hɔltsbʁikɛtə
aufgezwungen,aʊfɡətsvʊŋən
rauftest,ʁaʊftəst
Toreut,toʁɔɪt
Augenlichtes,aʊɡnlɪçtəs
Röcken,ʁœkŋ̩
Diplonten,diplɔntn
Tetraederstumpf,tetʁaʔedɐʃtʊmpf
Attentaten,atntatn
erföchtet,ɛɐfœçtət
vorläufige,foɐlɔɪfɪɡə
Perlwein,pɛʁlvaɪn
Possens,pɔsns
Myringotomie,myʁɪŋɡotomi
Pferdenarr,pfeɐdənaʁ
epigonischer,epiɡonɪʃɐ
Aborterkers,abɔʁtʔɛʁkɐs
airbrushtet,eɐbʁaʃtət
Kiloparsec,kilopaʁzɛk
Bauhelme,baʊhɛlmə
zerfetz,tsɛɐfɛts
fehlerhaftes,felɐhaftəs
ertappen,ɛɐtapn
verbitten,fɛɐbɪtn
stornier,ʃtɔʁniɐ
surrealerer,zʊʁealəʁɐ
kampieren,kampiʁən
Sprechchöre,ʃpʁɛçkøʁə
Getreidesilo,ɡətʁaɪdəzilo
Widerklänge,vidɐklɛŋə
videografierst,videoɡʁafiɐst
Wutschreies,vutʃʁaɪəs
verirret,fɛɐʔɪʁət
Waldbestände,valtbəʃtɛndə
Krankenhäuser,kʁaŋknhɔɪzɐ
wuchtigere,vʊxtɪɡəʁə
Amber,ambɐ
Seegerichtshofs,zeɡəʁɪçtshofs
Rückzugsraums,ʁʏktsuksʁaʊms
Gegengambits,ɡeɡnɡambɪts
tatterigstes,tatəʁɪçstəs
Achaz,axats
mittenmang,mɪtnmaŋ
Sprachkontakte,ʃpʁaxkɔntaktə
schwabbertest,ʃvabɐtəst
mannhafterer,manhaftəʁɐ
anfeuernd,anfɔɪɐnt
verschreckst,fɛɐʃʁɛkst
mährischerer,mɛʁɪʃəʁɐ
vidiertest,vidiɐtəst
Barpianisten,baɐpianɪstn
bräuchtest,bʁɔɪçtəst
strichliertest,ʃtʁɪçliɐtəst
Ratingen,ʁatɪŋən
tanze,tantsə
huss,hʊs
zurückgehe,tsuʁʏkɡeə
Fakultät,fakʊltɛt
hochaktuelleres,hoxʔaktuɛləʁəs
gerissnere,ɡəʁɪsnəʁə
erörtertest,ɛɐʔœʁtɐtəst
Altlateinische,altlataɪnɪʃə
Schmalze,ʃmaltsə
Badehosen,badəhozən
flottkämen,flɔtkɛmən
Dunstkreises,dʊnstkʁaɪzəs
reinschaue,ʁaɪnʃaʊə
Lage,laɡə
Gegenstande,ɡeɡnʃtandə
